grapheme,ground_truth_phoneme,predicted_phoneme,model
enormity,ɪnˈɔːɹməti,/ɪˈnɔɹmɪti/,gpt-4o
entourage,ˌɑntʊɹˈɑːʒ,/ˈɑntʊˌɹɑʒ/,gpt-4o
enunciate,ɪnˈʌnsiˌeɪt,/ɪˈnʌnsiˌeɪt/,gpt-4o
epicure,ˈɛpɪkjˌʊɹ,/ˈɛpɪkjʊɹ/,gpt-4o
episodic,ˌɛpəsˈɑːdɪk,/ˌɛpɪˈsɑdɪk/,gpt-4o
equivocate,ɪkwˈɪvəkˌeɪt,/ɪˈkwɪvəˌkeɪt/,gpt-4o
erectile,ɪɹˈɛktəl,/ɪˈɹɛktaɪl/,gpt-4o
errant,ˈɛɹənt,/ˈɛɹənt/,gpt-4o
erratically,ɛɹˈætɪkli,/ɪˈɹætɪkli/,gpt-4o
escapee,ɪskˌeɪpˈiː,/əˌskæˈpi/,gpt-4o
esprit,ɛspɹˈiː,/esˈpɹi/,gpt-4o
estradiol,ɪstɹˈeɪdʒəl,/ˌɛstrəˈdaɪˌɔl/,gpt-4o
eswatini,ɛswˈɑːtəni,/eswɑˈtini/,gpt-4o
eugenics,judʒˈɛnɪks,/jʊˈdʒɛnɪks/,gpt-4o
euler,ˈɔɪlɚ,The General American English phonemic transcription for 'Euler' is /ˈɔɪlɚ/.,gpt-4o
eulerian,julˈɛɹiən,The General American English phonemic transcription for 'eulerian' is /juˈlɛɹiən/.,gpt-4o
eunice,jˈuːnəs,The General American English phonemic transcription for 'eunice' is /ˈjunɪs/.,gpt-4o
euphonious,jˌufˈoʊniəs,/jʊˈfoʊniəs/,gpt-4o
euphrates,jufɹˈeɪtiz,/jʊˈfɹeɪtiːz/,gpt-4o
eusebius,jˈuːsəbjˌus,The General American English phonemic transcription for 'Eusebius' is /juˈsibiəs/.,gpt-4o
evanescent,ˌɛvənˈɛsənt,/ˌɛvəˈnɛsənt/,gpt-4o
ewes,jˈuːz,The General American English phonemic transcription for 'ewes' is /juz/.,gpt-4o
excavator,ˈɛkskəvˌeɪtɚ,/ˈɛkskəˌveɪtɚ/,gpt-4o
excite,ɪksˈaɪt,/ɪkˈsaɪt/,gpt-4o
exegete,ˌɛksˈɛdʒəti,/ˈɛksədʒit/,gpt-4o
exfiltrate,ˈɛgsɪftɹˌeɪtəl,/ˈɛksfɪltɹeɪt/,gpt-4o
exhaustive,ɪgzˈɔːstɪv,/ɪɡˈzɔstɪv/,gpt-4o
exhaustively,ɪgzˈɑːstɪvli,/ɪɡˈzɔstɪvli/,gpt-4o
exponentiation,ˌɛkspənɪtˈeɪʃən,/ɪkˌspoʊnɛnʃiˈeɪʃən/,gpt-4o
expulsion,ɪkspˈʌlʃən,/ɪkˈspʌlʃən/,gpt-4o
extendable,ˌɛkstˈɛndəbəl,/ɪkˈstɛndəbl̩/,gpt-4o
extol,ɪkstˈoʊl,/ɪkˈstoʊl/,gpt-4o
extradite,ˈɛkstɹədˌaɪt,/ˈɛkstrəˌdaɪt/,gpt-4o
extrapolate,ɪkstɹˈæpəlˌeɪt,/ɪkˈstɹæpəˌleɪt/,gpt-4o
exultation,ˌɛgzəltˈeɪʃən,/ˌɛɡzəlˈteɪʃən/,gpt-4o
eyelid,ˈaɪlˌɪd,/ˈaɪlɪd/,gpt-4o
faan,fˈɑːn,"It seems there might be a misunderstanding, as ""faan"" is not a standard English word. If you meant a different word or a specific pronunciation, please clarify. However, if ""faan"" is intended to be pronounced similarly to ""fawn,"" the transcription would be /fɔn/ in General American English. If you have a different pronunciation in mind, please provide more context.",gpt-4o
facelift,fˈeɪslˌɪft,/ˈfeɪslɪft/,gpt-4o
facetiously,fəsˈiːʃəsli,/fəˈsiʃəsli/,gpt-4o
fader,fˈeɪdɚ,The General American English phonemic transcription for 'fader' is /ˈfeɪdɚ/.,gpt-4o
faintly,fˈeɪntli,/ˈfeɪntli/,gpt-4o
fanciful,fˈænsɪfəl,/ˈfænsɪfəl/,gpt-4o
fango,fˈæŋgoʊ,/fæŋɡoʊ/,gpt-4o
fard,fˈɑːɹd,/fɑɹd/,gpt-4o
farsi,fˈɑːɹsi,/fɑɹˈsi/,gpt-4o
fascist,fˈæʃəst,/fæsɪst/,gpt-4o
fastened,fˈæsənd,/ˈfæsənd/,gpt-4o
fastness,fˈæstnəs,/ˈfæstnəs/,gpt-4o
fatally,fˈeɪtəli,The General American English phonemic transcription for 'fatally' is /ˈfeɪtəli/.,gpt-4o
fatherly,fˈɑːðɚli,/ˈfɑðɚli/,gpt-4o
fatten,fˈætən,/fætn̩/,gpt-4o
fattening,fˈætənɪŋ,/ˈfætnɪŋ/,gpt-4o
fava,fˈɑːvə,The General American English phonemic transcription for 'fava' is /ˈfɑvə/.,gpt-4o
feathery,fˈɛðɚi,/ˈfɛðɚi/,gpt-4o
fecund,fˈɛkənd,/fɛkənd/,gpt-4o
felter,fˈɛltɚ,The General American English phonemic transcription for 'felter' is /ˈfɛltɚ/.,gpt-4o
feltham,fˈɛlθəm,The General American English phonemic transcription for 'feltham' is /ˈfɛlθəm/.,gpt-4o
fema,fˈiːmə,The General American English phonemic transcription for 'fema' is /ˈfimə/.,gpt-4o
femur,fˈiːmɚ,/ˈfimɚ/,gpt-4o
ferm,fˈɚm,/fɝm/,gpt-4o
ferrule,fˈɛɹəl,/ˈfɛɹəl/,gpt-4o
fervid,fˈɚvəd,/fɝːvɪd/,gpt-4o
fervor,fˈɚvɚ,/fɝvɚ/,gpt-4o
fetid,fˈɛtəd,The General American English phonemic transcription for 'fetid' is /ˈfɛtɪd/.,gpt-4o
feudal,fjˈuːdəl,/ˈfjuːdəl/,gpt-4o
feuilleton,fiˈɔɪlətən,The General American English phonemic transcription for 'feuilleton' is /ˈfɔɪətɑn/.,gpt-4o
feverishly,fˈɛvɚˌɪʃli,/ˈfiːvɚɪʃli/,gpt-4o
fibrous,fˈaɪbɹəs,/faɪbɹəs/,gpt-4o
fiche,fˈɪʃ,The General American English phonemic transcription for 'fiche' is /fiʃ/.,gpt-4o
fiddly,fˈɪdli,/ˈfɪdli/,gpt-4o
fiefs,fˈiːfs,The General American English phonemic transcription for 'fiefs' is /fifs/.,gpt-4o
filigree,fˈɪləgɹˌi,/ˈfɪləˌɡɹi/,gpt-4o
filmy,fˈɪlmi,/ˈfɪlmi/,gpt-4o
filtrate,fˈɪltɹˌeɪt,/fɪlˈtɹeɪt/,gpt-4o
finned,fˈɪnd,/fɪnd/,gpt-4o
finns,fˈɪnz,/fɪnz/,gpt-4o
fins,fˈɪnz,/fɪnz/,gpt-4o
fireman,fˈaɪɹmən,/faɪɹmən/,gpt-4o
firkin,fˈɚkɪn,/fɝkɪn/,gpt-4o
firmness,fˈɚmnəs,/fɝmnəs/,gpt-4o
fisc,fˈɪsk,The General American English phonemic transcription for 'fisc' is /fɪsk/.,gpt-4o
fishermen,fˈɪʃɚmɪn,/ˈfɪʃɚmən/,gpt-4o
flagellum,flədʒˈɛləm,/fləˈdʒɛləm/,gpt-4o
flagpole,flˈægpˌoʊl,/flæɡpoʊl/,gpt-4o
flavorsome,flˈeɪvɚsəm,/ˈfleɪvɚsəm/,gpt-4o
fleeting,flˈiːtɪŋ,/fliːtɪŋ/,gpt-4o
fleets,flˈiːts,/fliːts/,gpt-4o
flirty,flˈɚti,/flɝti/,gpt-4o
flit,flˈɪt,/flɪt/,gpt-4o
flits,flˈɪts,/flɪts/,gpt-4o
flitted,flˈɪtəd,/flɪtɪd/,gpt-4o
flix,flˈɪks,/flɪks/,gpt-4o
floridian,flɔɹˈɪdiən,/fləˈɹɪdiən/,gpt-4o
flub,flˈʌb,/flʌb/,gpt-4o
flubbed,flˈʌbd,/flʌbd/,gpt-4o
flubs,flˈʌbz,/flʌbz/,gpt-4o
flurazepam,flɚəsˈeɪməp,/flʊˈɹæzəˌpæm/,gpt-4o
foliation,fˌoʊliˈeɪʃən,/ˌfoʊliˈeɪʃən/,gpt-4o
folkestone,fˈoʊkstˌoʊn,The General American English phonemic transcription for 'Folkestone' is /ˈfoʊkstən/.,gpt-4o
foobar,fˈuːbˈɑːɹ,/ˈfuˌbɑɹ/,gpt-4o
footballer,fˈʊtbˌʌlɚ,/ˈfʊtbɔlɚ/,gpt-4o
footbath,fˈʊtbˌɑθ,/ˈfʊtbæθ/,gpt-4o
footings,fˈʊtɪŋz,/ˈfʊtɪŋz/,gpt-4o
footway,fˈʊtwˌeɪ,/ˈfʊtˌweɪ/,gpt-4o
forcefulness,fˈɔːɹsfəlnəs,/ˈfɔɹsfəlnəs/,gpt-4o
fordingbridge,fɔɹdˈɪnbɹɪg,/fɔɹdɪŋˌbɹɪdʒ/,gpt-4o
forfex,fˈɔːɹfˌɛks,/fɔɹˈfɛks/,gpt-4o
forgetfulness,fˈɔːɹgətfˌʌnsəlz,/fɚˈɡɛtfəlnəs/,gpt-4o
formalism,fˈɔːɹməlˌɪzəm,/ˈfɔɹməlˌɪzəm/,gpt-4o
fortean,fɔɹtˈiːn,The General American English phonemic transcription for 'fortean' is /ˈfɔɹtiən/.,gpt-4o
fourscore,fˈɔːɹskˌɔɹ,/fɔɹˈskɔɹ/,gpt-4o
frantic,fɹˈæntɪk,/fræntɪk/,gpt-4o
frayne,fɹˈeɪn,/freɪn/,gpt-4o
freq,fɹˈiːk,/fɹik/,gpt-4o
friar,fɹˈaɪɚ,/fɹaɪɚ/,gpt-4o
friary,fɹˈaɪɚi,/fɹaɪəri/,gpt-4o
frick,fɹˈɪk,/frɪk/,gpt-4o
friesian,fɹˈiːʒən,The General American English phonemic transcription for 'friesian' is /ˈfɹiʒən/.,gpt-4o
frigatebird,fɹˈɪgətɪbd,/ˈfɹɪɡətˌbɝd/,gpt-4o
frond,fɹˈɑːnd,/frɑnd/,gpt-4o
frosting,fɹˈɔːstɪŋ,/fɹɔstɪŋ/,gpt-4o
fruition,fɹuˈɪʃən,/fruˈɪʃən/,gpt-4o
fsck,sfˈæk,"The word 'fsck' does not have a standard pronunciation in General American English, as it is typically an abbreviation or technical term used in computing, rather than a word with a conventional phonemic transcription. Therefore, it does not have a precise GAE phonemic transcription.",gpt-4o
fugazi,fugˈɑːzi,/fuˈɡɑzi/,gpt-4o
fujiwara,fudʒiwˈɑːɹə,/fuːdʒiˈwɑɹə/,gpt-4o
fulsome,fˈʊlsəm,/ˈfʊlsəm/,gpt-4o
fungo,fˈʌŋgoʊ,/fʌŋɡoʊ/,gpt-4o
funkadelic,fˌʌndəkˈælɪk,/fʌŋkəˈdɛlɪk/,gpt-4o
furnish,fˈɚnɪʃ,/fɝnɪʃ/,gpt-4o
furosemide,fɚˈoʊsəmˌaɪd,The General American English phonemic transcription for 'furosemide' is /fjʊˈɹoʊsəˌmaɪd/.,gpt-4o
furthest,fˈɚθəst,/fɝðəst/,gpt-4o
furze,fˈɚz,/fɝz/,gpt-4o
fused,fjˈuːzd,/fjuːzd/,gpt-4o
fusing,fjˈuːzɪŋ,/fjuːzɪŋ/,gpt-4o
gaba,gˈɑːbə,The General American English phonemic transcription for 'gaba' is /ˈɡæbə/.,gpt-4o
gaffer,gˈæfɚ,/ˈɡæfɚ/,gpt-4o
gaijin,geɪdʒˈiːn,/ˈɡaɪdʒɪn/,gpt-4o
galbanum,gˈælbənəm,/ˈɡælbənəm/,gpt-4o
gallienus,gˈæliənəs,The General American English phonemic transcription for 'gallienus' is /ˌɡæliˈɛnəs/.,gpt-4o
gallinule,gˈælɪnul,/gæləˌn(j)ul/,gpt-4o
gambeson,gˈæmbəsən,/ˈɡæmbəsən/,gpt-4o
gamed,gˈeɪmd,/gemd/,gpt-4o
ganesha,gənˈɛʃə,/gəˈneɪʃə/,gpt-4o
gape,gˈeɪp,/g eɪ p/,gpt-4o
gaped,gˈeɪpt,The General American English phonemic transcription for 'gaped' is /ɡeɪpt/.,gpt-4o
gapes,gˈeɪps,/gɛɪps/,gpt-4o
gar,gˈɑːɹ,/gɑɹ/,gpt-4o
gard,gˈɑːɹd,/gɑɹd/,gpt-4o
gardenia,gɑɹdˈiːnjə,/gɑɹˈdiːnjə/,gpt-4o
gargantuan,gɑɹgˈæntʃuən,/gɑɹˈɡæntʃuən/,gpt-4o
gars,gˈɑːɹz,/gɑɹz/,gpt-4o
gastric,gˈæstɹɪk,/ˈɡæstɹɪk/,gpt-4o
gaz,gˈɑːz,/gæz/,gpt-4o
geezer,gˈiːzɚ,/ˈɡiːzɚ/,gpt-4o
gendarme,ʒˈɑːndˌɑɹm,The General American English phonemic transcription for 'gendarme' is /ˈʒɑnˌdɑɹm/.,gpt-4o
genera,dʒˈɛnɚə,The General American English phonemic transcription for 'genera' is /ˈdʒɛnərə/.,gpt-4o
gent,dʒˈɛnt,/dʒɛnt/,gpt-4o
geoghegan,gəhˈeɪgən,The General American English phonemic transcription for 'geoghegan' is /ˈɡeɪɡən/.,gpt-4o
geoid,dʒˈiːɔɪd,The General American English phonemic transcription for 'geoid' is /ˈdʒiːɔɪd/.,gpt-4o
geordie,dʒˈiːɚdi,"In General American English, 'geordie' is typically transcribed as /ˈdʒɔɹdi/.",gpt-4o
germane,dʒɚmˈeɪn,/dʒɚˈmeɪn/,gpt-4o
geronimo,dʒəɹˈɔːnɪmˌoʊ,/dʒəˈɹɑnɪˌmoʊ/,gpt-4o
ghazi,gˈɑːtsi,The General American English phonemic transcription for 'ghazi' is /ˈɡɑzi/.,gpt-4o
giardiasis,dʒˈɑːɹdiəsəs,/dʒiˌɑɹˈdaɪəsɪs/,gpt-4o
giddy,gˈɪdi,/ˈɡɪdi/,gpt-4o
giggly,gˈɪgəli,/ˈɡɪɡli/,gpt-4o
gingerly,dʒˈɪndʒɚli,/ˈdʒɪndʒɚli/,gpt-4o
ginn,dʒˈɪn,The General American English phonemic transcription for 'ginn' is /dʒɪn/.,gpt-4o
glagolitic,glˌægəlˈɪtɪk,/glæɡəˈlɪtɪk/,gpt-4o
glaringly,glˈɛɹɪŋli,/ˈɡlɛɹɪŋli/,gpt-4o
glassy,glˈæsi,/glæsi/,gpt-4o
glazes,glˈeɪzəz,/glɛɪzɪz/,gpt-4o
gleeful,glˈiːfəl,/ˈɡliːfəl/,gpt-4o
gloat,glˈoʊt,/gloʊt/,gpt-4o
gloating,glˈoʊtɪŋ,/gloʊtɪŋ/,gpt-4o
globish,glˈoʊbɪʃ,/gləʊbɪʃ/,gpt-4o
globular,glˈɑːbjəlɚ,/glɑːbjəlɚ/,gpt-4o
glories,glˈɔːɹiz,/glɔɹiz/,gpt-4o
gloucestershire,glˈaʊstʃɚʃɛɹ,"In General American English, 'gloucestershire' is typically pronounced as /ˈɡlɑstɚʃɪɹ/.",gpt-4o
glutton,glˈʌtən,/glʌtn̩/,gpt-4o
glyn,glˈɪn,The precise General American English phonemic transcription for 'glyn' is /ɡlɪn/.,gpt-4o
goatee,gˈoʊtˈiː,/goʊˈtiː/,gpt-4o
goatse,gˈoʊts,"The word 'goatse' does not have a standard pronunciation in General American English, as it is not a recognized word in the lexicon. However, if we were to transcribe it based on its spelling, a possible GAE phonemic transcription could be /ˈɡoʊtsi/.",gpt-4o
godfather,gˈɑːdfˌɑðɚ,/gɑdˌfɑðɚ/,gpt-4o
godfathers,gˈɑːdfˌɑðɚz,/gɑdˌfɑðɚz/,gpt-4o
godlike,gˈɑːdlˌaɪk,/gɑdˌlaɪk/,gpt-4o
gofer,gˈoʊfɚ,/ˈɡoʊfɚ/,gpt-4o
gored,gˈɔːɹd,/gɔɹd/,gpt-4o
gossypol,gˈɑːspˌɔl,The General American English phonemic transcription for 'gossypol' is /ˈɡɑsɪˌpɔl/.,gpt-4o
gotcha,gˈɑːtʃə,/ˈgɑtʃə/,gpt-4o
gourde,gˈʊɹd,/gʊɹd/,gpt-4o
goyle,gˈɔɪl,The precise General American English phonemic transcription for 'goyle' is /ɡɔɪl/.,gpt-4o
graced,gɹˈeɪst,/greɪst/,gpt-4o
graces,gɹˈeɪsɪz,/greɪsɪz/,gpt-4o
gracing,gɹˈeɪsɪŋ,/greɪsɪŋ/,gpt-4o
graith,gɹˈeɪθ,/ɡɹeɪθ/,gpt-4o
grammarian,gɹəmˈɪɹiən,/grəˈmɛɹiən/,gpt-4o
granular,gɹˈænjəlɚ,/græn.jə.lɚ/,gpt-4o
gratefully,gɹˈeɪtfəli,/ˈɡɹeɪtfəli/,gpt-4o
gratified,gɹˈætəfˌaɪd,/grætəˌfaɪd/,gpt-4o
gratify,gɹˈætəfˌaɪ,/grætəˌfaɪ/,gpt-4o
gratifying,gɹˈætəfˌaɪɪŋ,/grætəˌfaɪɪŋ/,gpt-4o
gratuitous,gɹətˈuːətəs,/grəˈtuɪtəs/,gpt-4o
gravedigger,gɹˈeɪvdˌiɚ,/ˈɡɹeɪvˌdɪɡɚ/,gpt-4o
graver,gɹˈeɪvɚ,/grˈeɪvɚ/,gpt-4o
grazer,gɹˈeɪzɚ,/gɹeɪzɚ/,gpt-4o
greaves,gɹˈiːvz,/ɡɹiːvz/,gpt-4o
greenwash,gɹˈiːnwəʃ,/ˈɡɹinˌwɑʃ/,gpt-4o
grifter,gɹˈɪftɚ,/grɪftɚ/,gpt-4o
grimy,gɹˈaɪmi,/grˈaɪmi/,gpt-4o
grounder,gɹˈaʊndɚ,/ˈɡɹaʊndɚ/,gpt-4o
growl,gɹˈaʊl,/gɹaʊl/,gpt-4o
growled,gɹˈaʊld,/gɹaʊld/,gpt-4o
growls,gɹˈaʊlz,/gɹaʊlz/,gpt-4o
grump,gɹˈʌmp,/grʌmp/,gpt-4o
grumps,gɹˈʌmps,/grʌmps/,gpt-4o
grunter,gɹˈʌntɚ,/grʌntɚ/,gpt-4o
gss,gˈɛs,"The sequence 'gss' does not form a recognizable word in English, and therefore it does not have a standard General American English phonemic transcription. If you meant a different word or need assistance with something else, please let me know!",gpt-4o
guanaco,gwənˈɑːkˌoʊ,/ɡwəˈnɑkoʊ/,gpt-4o
guanine,gwˈɑːnˌin,/ˈɡwɑˌnin/,gpt-4o
guilted,gˈɪltəd,/gɪltɪd/,gpt-4o
gula,gjˈuːlə,The General American English phonemic transcription for 'gula' is /ˈɡuːlə/.,gpt-4o
gullible,gˈʌləbəl,/ˈɡʌləbəl/,gpt-4o
gust,gˈʌst,/gʌst/,gpt-4o
gusting,gˈʌstɪŋ,/ˈɡʌstɪŋ/,gpt-4o
gusts,gˈʌsts,/gʌsts/,gpt-4o
gymnasium,dʒɪmnˈeɪziəm,/dʒɪmˈneɪziəm/,gpt-4o
gymnastic,dʒɪmnˈæstɪk,/dʒɪmˈnæstɪk/,gpt-4o
gyrfalcon,gˈaɪɹfˈæklən,The General American English phonemic transcription for 'gyrfalcon' is /ˈdʒɝfælˌkən/.,gpt-4o
hackney,hˈækni,/hækni/,gpt-4o
hackneyed,hˈæknid,/hækˌnid/,gpt-4o
haemophilia,hˌɛməfˈɪljə,/ˌhiməˈfɪliə/,gpt-4o
hag,hˈæg,/hæɡ/,gpt-4o
hagiographic,hˌægihˈɑːgɹɪk,/ˌhæɡiəˈɡɹæfɪk/,gpt-4o
hags,hˈægz,/hæɡz/,gpt-4o
hague,hˈeɪg,The General American English phonemic transcription for 'Hague' is /heɪɡ/.,gpt-4o
hah,hˈɑː,/hɑ/,gpt-4o
hakka,hˈækə,The General American English phonemic transcription for 'hakka' is /ˈhɑkə/.,gpt-4o
halation,həlˈeɪʃən,/həˈleɪʃən/,gpt-4o
halite,hˈælaɪt,/ˈhælaɪt/,gpt-4o
halitosis,həlˈɪtəsɪs,/hæləˈtoʊsɪs/,gpt-4o
halpert,hˈælpɚt,/ˈhælpɚt/,gpt-4o
haltwhistle,hˈælθwɪst,/hɔltˈwɪsəl/,gpt-4o
hapsburg,hˈæpsbɚg,/hæpsbɝɡ/,gpt-4o
haptics,hˈæptɪks,/hæptɪks/,gpt-4o
harlequin,hˈɑːɹləkwən,/ˈhɑɹləkwɪn/,gpt-4o
hasty,hˈeɪsti,/ˈheɪsti/,gpt-4o
haut,hˈɔːt,The General American English phonemic transcription for 'haut' is /hoʊt/.,gpt-4o
haveing,hˈeɪviɪŋ,"The word 'haveing' seems to be a misspelling or a non-standard form. If you intended to refer to the gerund or present participle form of 'have', it should be 'having', which is transcribed as /ˈhævɪŋ/ in General American English. If 'haveing' was intended to represent something else, please provide additional context.",gpt-4o
haywire,hˈeɪwˌaɪɹ,/heɪˌwaɪɚ/,gpt-4o
headword,hˈɛdwɚd,/ˈhɛdˌwɝd/,gpt-4o
hedera,hˈɛdɚə,The General American English phonemic transcription for 'hedera' is /ˈhɛdɚə/.,gpt-4o
heinie,hˈaɪni,The General American English phonemic transcription for 'heinie' is /ˈhaɪni/.,gpt-4o
hellbound,hˈɛlbˌaʊnd,/ˈhɛlbaʊnd/,gpt-4o
hellespont,hˈɛlɪspˌɑnt,The General American English phonemic transcription for 'hellespont' is /ˈhɛləspɑnt/.,gpt-4o
helluva,hˌɛlˈuːvə,/ˈhɛləvə/,gpt-4o
helms,hˈɛlmz,/hɛlmz/,gpt-4o
helplessly,hˈɛlpləsli,/ˈhɛlpləsli/,gpt-4o
henceforward,hˈɛnsfˌɔɹdɚ,/hɛnsˈfɔɹwɚd/,gpt-4o
herbaceous,ɚbˈeɪʃəs,/hɝˈbeɪʃəs/,gpt-4o
herder,hˈɛɹdɚ,/hɝdɚ/,gpt-4o
herero,hɚˈiːɹoʊ,/həˈɹɛɹoʊ/,gpt-4o
hermetic,hɚmˈɛtɪk,/hɚˈmɛtɪk/,gpt-4o
hermitian,hɚmˈɪʃən,/hɚˈmɪʃən/,gpt-4o
herring,hˈɛɹɪŋ,/hɛɹɪŋ/,gpt-4o
hexagram,hˌɛksəgɹˈɑːmbəm,/ˈhɛksəˌɡɹæm/,gpt-4o
hexham,hˈɛksəm,/hɛksəm/,gpt-4o
hezekiah,həzˈiːəki,/ˌhɛzəˈkaɪə/,gpt-4o
hilt,hˈɪlt,/hɪlt/,gpt-4o
hinted,hˈɪntəd,/ˈhɪntɪd/,gpt-4o
hinting,hˈɪntɪŋ,/hɪntɪŋ/,gpt-4o
hob,hˈɑːb,/hɑb/,gpt-4o
hobo,hˈoʊboʊ,/ˈhoʊboʊ/,gpt-4o
hokitika,həkˈɪtɪkə,/hɔˈkɪtɪkə/,gpt-4o
hokum,hˈoʊkəm,/hokəm/,gpt-4o
homed,hˈoʊmd,The General American English phonemic transcription for 'homed' is /hoʊmd/.,gpt-4o
homeric,hoʊmˈɛɹɪk,/həˈmɛɹɪk/,gpt-4o
homing,hˈoʊmɪŋ,/ˈhoʊmɪŋ/,gpt-4o
homo,hˈoʊmoʊ,/ˈhoʊmoʊ/,gpt-4o
homs,hˈɑːmz,/hɑmz/,gpt-4o
hone,hˈoʊn,/hon/,gpt-4o
honed,hˈoʊnd,/hond/,gpt-4o
hones,hˈoʊnz,/honz/,gpt-4o
honing,hˈoʊnɪŋ,/ˈhoʊnɪŋ/,gpt-4o
hooding,hˈʊdɪŋ,/hʊdɪŋ/,gpt-4o
hosed,hˈoʊzd,/hoʊzd/,gpt-4o
hosing,hˈoʊzɪŋ,/ˈhoʊzɪŋ/,gpt-4o
hotkey,hˈɑːtki,/hɑtki/,gpt-4o
hubert,hjˈuːbɚt,/hjuːbɚt/,gpt-4o
huey,hjˈuːi,/hjuːi/,gpt-4o
huffman,hˈʌfmən,/ˈhʌfmən/,gpt-4o
hullabaloo,hˌʌləbəlˈuː,/hʌləbəˈlu/,gpt-4o
humanism,hjˈuːmənˌɪzəm,/hjumənɪzəm/,gpt-4o
humbly,hˈʌmbli,/ˈhʌmbli/,gpt-4o
hunted,hˈʌntəd,/hʌntɪd/,gpt-4o
hunts,hˈʌnts,/hʌnts/,gpt-4o
hyades,hˈaɪədˌiz,/hˈaɪəˌdiːz/,gpt-4o
hydrocele,hˈɪdɹoʊsˌil,/ˈhaɪdɹoʊˌsil/,gpt-4o
hydrolysate,hˈaɪdɹələsˌaɪt,/haiˈdɹɑləˌseɪt/,gpt-4o
hyperbole,haɪpˈɚbəlˌi,/hɑɪˈpɝbəli/,gpt-4o
hyperborean,hˌaɪpɚbˈɔːɹiən,/ˌhaɪpɚˈbɔɹiən/,gpt-4o
hyperion,haɪpˈɪɹiən,/haiˈpɪɹiən/,gpt-4o
hysteric,hˌɪstˈɛɹɪk,/hɪˈstɛɹɪk/,gpt-4o
iapetus,iəpˈɛtəs,The General American English phonemic transcription for 'Iapetus' is /aɪˈæpɪtəs/.,gpt-4o
iatrogenic,ˌaɪtoʊgɹətˈɛnɪk,/aɪˌætɹoʊˈdʒɛnɪk/,gpt-4o
ibs,ˈɪbz,/ɪbz/,gpt-4o
iconoclast,ˌaɪkˈɑːnəklˌæst,/aɪˈkɑnəˌklæst/,gpt-4o
ides,ˈaɪdz,/aɪdz/,gpt-4o
idiopathic,ˌɪdioʊpˈæθək,/ˌɪdiəˈpæθɪk/,gpt-4o
ignominious,ˌɪgnəmˈɪniəs,/ˌɪɡnəˈmɪniəs/,gpt-4o
illegible,ɪlˈɛdʒəbəl,/ɪˈlɛdʒəbəl/,gpt-4o
imax,ˈaɪmˌæks,/ˈaɪmæks/,gpt-4o
imbroglio,ɪmbɹˈoʊljoʊ,/ɪmˈbɹoʊlioʊ/,gpt-4o
imipramine,ɪmˈɪpɹəmən,/ɪˈmɪpɹəˌmin/,gpt-4o
imitate,ˈɪmətˌeɪt,/ˈɪməˌteɪt/,gpt-4o
imp,ˈɪmp,/ɪmp/,gpt-4o
impending,ɪmpˈɛndɪŋ,/ɪmˈpɛndɪŋ/,gpt-4o
impenitent,ɪmpˈɛnətənt,/ɪmˈpɛnɪtənt/,gpt-4o
imponderable,ɪmpˈɑːndɚəbəl,/ɪmˈpɑndɚəbl/,gpt-4o
imps,ˈɪmps,/ɪmps/,gpt-4o
inadvertent,ˌɪnədvˈɚtənt,/ˌɪnədˈvɝtənt/,gpt-4o
inalienable,ɪnˈeɪljənəbəl,/ɪnˈeɪliənəbəl/,gpt-4o
inane,ɪnˈeɪn,/ɪˈneɪn/,gpt-4o
inanimate,ɪnˈænəmət,/ɪnˈænəmət/,gpt-4o
incisively,ɪnsˈɪsɪvli,/ɪnˈsaɪsɪvli/,gpt-4o
incoherence,ɪnkoʊhˈɪɹəns,/ˌɪnkoʊˈhɪɹəns/,gpt-4o
incomprehensible,ɪŋkˌɑmpɹəhˈɛnsɪbəl,/ˌɪnkɑːmpɹɪˈhɛnsəbl̩/,gpt-4o
indignation,ˌɪndɪgnˈeɪʃən,/ˌɪndɪɡˈneɪʃən/,gpt-4o
indignity,ɪndˈɪgnəti,/ɪnˈdɪɡnɪti/,gpt-4o
indistinct,ɪndɪstˈɪŋkt,/ˌɪndɪˈstɪŋkt/,gpt-4o
indubitable,ɪndˈuːtəbəl,/ɪnˈduːbɪtəbəl/,gpt-4o
induct,ɪndˈʌkt,/ɪnˈdʌkt/,gpt-4o
indulgent,ɪndˈʌldʒənt,/ɪnˈdʌldʒənt/,gpt-4o
ineluctable,ɪnˈɛləktəbəl,/ˌɪnɪˈlʌktəbl̩/,gpt-4o
inestimable,ɪnˈɛstəməbəl,/ɪnˈɛstəməbəl/,gpt-4o
infancy,ˈɪnfənsi,/ˈɪnfənsi/,gpt-4o
infanticide,ɪnfˈæntəsˌaɪd,/ɪnˈfæntɪˌsaɪd/,gpt-4o
infantry,ˈɪnfəntɹi,/ˈɪnfəntri/,gpt-4o
infarcts,ɪnfˈɑːkts,/ˈɪnfɑɹkts/,gpt-4o
infidelity,ˌɪnfɪdˈɛlɪti,/ˌɪnfəˈdɛləti/,gpt-4o
infix,ˈɪnfɪks,/ˈɪnˌfɪks/,gpt-4o
inflection,ɪnflˈɛkʃən,/ɪnˈflɛkʃən/,gpt-4o
ingle,ˈɪŋgəl,/ˈɪŋɡəl/,gpt-4o
