grapheme,ground_truth_phoneme,predicted_phoneme,model
residue,ɹˈɛzədˌu,/ˈɹɛzɪˌdu/,gpt-4o
respond,ɹɪspˈɑːnd,/rɪˈspɑnd/,gpt-4o
responded,ɹɪspˈɑːndɪd,/rɪˈspɑndɪd/,gpt-4o
return,ɹɪtˈɚn,/rɪˈtɝn/,gpt-4o
returned,ɹɪtˈɚnd,/rɪˈtɝnd/,gpt-4o
returning,ɹɪtˈɚnɪŋ,/rɪˈtɝnɪŋ/,gpt-4o
returns,ɹɪtˈɚnz,/rɪˈtɝnz/,gpt-4o
revenge,ɹivˈɛndʒ,/rɪˈvɛndʒ/,gpt-4o
rid,ɹˈɪd,/rɪd/,gpt-4o
rig,ɹˈɪg,/ɹɪɡ/,gpt-4o
rigging,ɹˈɪgɪŋ,/ˈɹɪɡɪŋ/,gpt-4o
rigs,ɹˈɪgz,/rɪɡz/,gpt-4o
rinse,ɹˈɪns,/rɪns/,gpt-4o
riot,ɹˈaɪət,/ˈɹaɪət/,gpt-4o
ripped,ɹˈɪpt,/rɪpt/,gpt-4o
road,ɹˈoʊd,/ɹoʊd/,gpt-4o
robert,ɹˈɑːbɚt,/ˈɹɑbɚt/,gpt-4o
rochester,ɹˈɑːtʃˌɛstɚ,/ˈɹɑːtʃɛstɚ/,gpt-4o
rock,ɹˈɑːk,/ɹɑk/,gpt-4o
rocket,ɹˈɑːkət,/ˈɹɑkɪt/,gpt-4o
rocks,ɹˈɑːks,/rɑks/,gpt-4o
rome,ɹˈoʊm,/ɹoʊm/,gpt-4o
rope,ɹˈoʊp,/ɹoʊp/,gpt-4o
ropes,ɹˈoʊps,/ɹoʊps/,gpt-4o
rosemary,ɹˈoʊzmˌɛɹi,/ˈɹoʊzmɛɹi/,gpt-4o
rotate,ɹˈoʊtˌeɪt,/ˈɹoʊˌteɪt/,gpt-4o
rotor,ɹˈoʊtɚ,/ˈɹoʊtɚ/,gpt-4o
routine,ɹutˈiːn,/ɹuˈtin/,gpt-4o
rue,ɹˈuː,/ru/,gpt-4o
russian,ɹˈʌʃən,/ˈɹʌʃən/,gpt-4o
sac,sˈæk,/sæk/,gpt-4o
safeguard,sˈeɪfgˌɑɹd,/seɪfɡɑɹd/,gpt-4o
safety,sˈeɪfti,/ˈseɪfti/,gpt-4o
sage,sˈeɪdʒ,/seɪdʒ/,gpt-4o
saints,sˈeɪnts,/seɪnts/,gpt-4o
salvation,sælvˈeɪʃən,/sælˈveɪʃən/,gpt-4o
sap,sˈæp,/sæp/,gpt-4o
sassy,sˈæsi,The General American English phonemic transcription for 'sassy' is /ˈsæsi/.,gpt-4o
scrub,skɹˈʌb,/skɹʌb/,gpt-4o
seemingly,sˈiːmɪŋli,/ˈsiːmɪŋli/,gpt-4o
select,səlˈɛkt,/səˈlɛkt/,gpt-4o
selected,səlˈɛktəd,/səˈlɛktɪd/,gpt-4o
selena,səlˈiːnə,/səˈlinə/,gpt-4o
send,sˈɛnd,/sɛnd/,gpt-4o
sending,sˈɛndɪŋ,/sɛndɪŋ/,gpt-4o
sends,sˈɛndz,/sɛndz/,gpt-4o
sent,sˈɛnt,/sɛnt/,gpt-4o
sergeant,sˈɑːɹdʒənt,/ˈsɑɹdʒənt/,gpt-4o
seven,sˈɛvən,/ˈsɛvən/,gpt-4o
sewing,sˈoʊɪŋ,The General American English phonemic transcription for 'sewing' is /ˈsoʊɪŋ/.,gpt-4o
sewn,sˈoʊn,The General American English phonemic transcription for 'sewn' is /soʊn/.,gpt-4o
sex,sˈɛks,/sɛks/,gpt-4o
seymour,sˈiːmɔɹ,/ˈsiːmɔɹ/,gpt-4o
shake,ʃˈeɪk,/ʃeɪk/,gpt-4o
shakes,ʃˈeɪks,/ʃeɪks/,gpt-4o
shaking,ʃˈeɪkɪŋ,/ˈʃeɪkɪŋ/,gpt-4o
shallow,ʃˈæloʊ,/ˈʃæloʊ/,gpt-4o
shanghai,ʃˈæŋhˈaɪ,/ʃæŋˈhaɪ/,gpt-4o
shelley,ʃˈɛli,/ˈʃɛli/,gpt-4o
shemale,ʃəmˈeɪl,The General American English phonemic transcription for 'shemale' is /ˈʃiˌmeɪl/.,gpt-4o
shimmer,ʃˈɪmɚ,/ˈʃɪmɚ/,gpt-4o
ship,ʃˈɪp,/ʃɪp/,gpt-4o
shipment,ʃˈɪpmənt,/ˈʃɪpmənt/,gpt-4o
shipped,ʃˈɪpt,/ʃɪpt/,gpt-4o
shipping,ʃˈɪpɪŋ,/ˈʃɪpɪŋ/,gpt-4o
ships,ʃˈɪps,/ʃɪps/,gpt-4o
shoe,ʃˈuː,/ʃu/,gpt-4o
shoes,ʃˈuːz,/ʃuːz/,gpt-4o
shook,ʃˈʊk,/ʃʊk/,gpt-4o
sic,sˈɪk,/sɪk/,gpt-4o
sich,sˈɪtʃ,"The word 'sich' does not have a standard pronunciation in General American English, as it is not a recognized English word. If you meant a different word or need assistance with a specific context, please provide more details.",gpt-4o
sie,sˈiː,"The word 'sie' does not have a standard pronunciation in General American English, as it is not a recognized English word. If you meant a different word or need assistance with a specific context, please provide more details.",gpt-4o
sienna,siˈɛnə,/sɪˈɛnə/,gpt-4o
sink,sˈɪŋk,/sɪŋk/,gpt-4o
sinking,sˈɪŋkɪŋ,/ˈsɪŋkɪŋ/,gpt-4o
sinks,sˈɪŋks,/sɪŋks/,gpt-4o
sins,sˈɪnz,/sɪnz/,gpt-4o
sir,sˈɚ,/sɝ/,gpt-4o
skeleton,skˈɛlətən,/ˈskɛlɪtən/,gpt-4o
sketch,skˈɛtʃ,/skɛtʃ/,gpt-4o
sketches,skˈɛtʃəz,/skɛtʃɪz/,gpt-4o
ski,skˈiː,/ski/,gpt-4o
skiing,skˈiːɪŋ,/ˈskiɪŋ/,gpt-4o
skype,skˈaɪp,/skaɪp/,gpt-4o
slip,slˈɪp,/slɪp/,gpt-4o
slipped,slˈɪpt,/slɪpt/,gpt-4o
slipping,slˈɪpɪŋ,/slɪpɪŋ/,gpt-4o
slutty,slˈʌtˌi,/slʌti/,gpt-4o
snapchat,snˈæptʃˌæt,/sˈnæpˌtʃæt/,gpt-4o
snowflake,snˈoʊflˌeɪk,/snoʊfleɪk/,gpt-4o
soap,sˈoʊp,/soʊp/,gpt-4o
social,sˈoʊʃəl,/ˈsoʊʃəl/,gpt-4o
socialist,sˈoʊʃələst,/ˈsoʊʃəlɪst/,gpt-4o
solution,səlˈuːʃən,/səˈluʃən/,gpt-4o
some,sˈʌm,/sʌm/,gpt-4o
somehow,sˈʌmhˌaʊ,/sʌmˌhaʊ/,gpt-4o
someone,sˈʌmwˌʌn,/sʌmwʌn/,gpt-4o
sony,sˈoʊni,/ˈsoʊni/,gpt-4o
sooner,sˈuːnɚ,/ˈsuːnɚ/,gpt-4o
sophistication,səfˌɪstəkˈeɪʃən,/səˌfɪstəˈkeɪʃən/,gpt-4o
souvenir,sˌuvənˈɪɹ,/suvəˈnɪɹ/,gpt-4o
spare,spˈɛɹ,/spɛɹ/,gpt-4o
speak,spˈiːk,/spik/,gpt-4o
specialty,spˈɛʃəlti,/ˈspɛʃəlti/,gpt-4o
specimen,spˈɛsəmən,/ˈspɛsəmən/,gpt-4o
speed,spˈiːd,/spiːd/,gpt-4o
speeding,spˈiːdɪŋ,The General American English phonemic transcription for 'speeding' is /ˈspiːdɪŋ/.,gpt-4o
spencer,spˈɛnsɚ,/spɛnsɚ/,gpt-4o
spoken,spˈoʊkən,/spoʊkən/,gpt-4o
sprinkler,spɹˈɪŋklɚ,/sˈpɹɪŋklɚ/,gpt-4o
stage,stˈeɪdʒ,/stɛɪdʒ/,gpt-4o
stages,stˈeɪdʒəz,/stɛɪdʒɪz/,gpt-4o
state,stˈeɪt,/state/,gpt-4o
stated,stˈeɪtəd,/stetɪd/,gpt-4o
states,stˈeɪts,The General American English phonemic transcription for 'states' is /steɪts/.,gpt-4o
stating,stˈeɪtɪŋ,/stɛɪtɪŋ/,gpt-4o
status,stˈætəs,/ˈstætəs/,gpt-4o
statute,stˈætʃut,/ˈstætʃut/,gpt-4o
steam,stˈiːm,/stiːm/,gpt-4o
steer,stˈɪɹ,/stɪɹ/,gpt-4o
stern,stˈɚn,/stɝn/,gpt-4o
still,stˈɪl,/stɪl/,gpt-4o
stone,stˈoʊn,/stoʊn/,gpt-4o
stones,stˈoʊnz,/stoʊnz/,gpt-4o
stove,stˈoʊv,/stoʊv/,gpt-4o
strait,stɹˈeɪt,/stɹeɪt/,gpt-4o
strategist,stɹˈætɪdʒɪst,/ˈstɹætədʒɪst/,gpt-4o
stripe,stɹˈaɪp,/stɹaɪp/,gpt-4o
striped,stɹˈaɪpt,/stɹaɪpt/,gpt-4o
stripes,stɹˈaɪps,/stɹaɪps/,gpt-4o
strong,stɹˈɔːŋ,/stɹɔŋ/,gpt-4o
strongly,stɹˈɔːŋli,/ˈstɹɔŋli/,gpt-4o
sublime,səblˈaɪm,/səˈblaɪm/,gpt-4o
suede,swˈeɪd,/sweɪd/,gpt-4o
sunny,sˈʌni,/sʌni/,gpt-4o
sunshine,sˈʌnʃˌaɪn,/sʌnˌʃaɪn/,gpt-4o
supporter,səpˈɔːɹtɚ,/səˈpɔɹtɚ/,gpt-4o
suspend,səspˈɛnd,/səˈspɛnd/,gpt-4o
suspended,səspˈɛndəd,/səˈspɛndɪd/,gpt-4o
sustainability,səstˌeɪnəbˈɪlɪti,/səˌsteɪnəˈbɪləti/,gpt-4o
swap,swˈɑːp,/swɑp/,gpt-4o
swiftly,swˈɪftli,/swɪftli/,gpt-4o
swivel,swˈɪvəl,/swɪvəl/,gpt-4o
symptom,sˈɪmptəm,/sɪmptəm/,gpt-4o
synthesis,sˈɪnθəsəs,/ˈsɪnθəsɪs/,gpt-4o
syrian,sˈɪɹiən,/sɪɹiən/,gpt-4o
tang,tˈæŋ,/tæŋ/,gpt-4o
tapestry,tˈæpəstɹi,/ˈtæpəstɹi/,gpt-4o
tattoo,tætˈuː,/tæˈtuː/,gpt-4o
taught,tˈɔːt,/tɔt/,gpt-4o
taxation,tæksˈeɪʃən,/tækˈseɪʃən/,gpt-4o
teaching,tˈiːtʃɪŋ,The General American English phonemic transcription for 'teaching' is /ˈtitʃɪŋ/.,gpt-4o
teaspoon,tˈiːspˌun,/ˈtiːspun/,gpt-4o
tech,tˈɛk,/tɛk/,gpt-4o
techno,tˈɛknoʊ,/ˈtɛknoʊ/,gpt-4o
teller,tˈɛlɚ,/ˈtɛlɚ/,gpt-4o
temporarily,tˌɛmpɚˈɛɹəli,/ˌtɛmpəˈɹɛɹəli/,gpt-4o
temptation,tɛmtˈeɪʃən,/tɛmpˈteɪʃən/,gpt-4o
tension,tˈɛnʃən,/ˈtɛnʃən/,gpt-4o
terrified,tˈɛɹəfˌaɪd,/ˈtɛɹɪfaɪd/,gpt-4o
terrifying,tˈɛɹəfˌaɪɪŋ,/ˈtɛɹɪˌfaɪɪŋ/,gpt-4o
territorial,tˌɛɹɪtˈɔːɹiəl,/ˌtɛɹɪˈtɔɹiəl/,gpt-4o
thereby,ðˈɛɹbˈaɪ,/ðɛɹˈbaɪ/,gpt-4o
thermal,θˈɚməl,/ˈθɝməl/,gpt-4o
thing,θˈɪŋ,/θɪŋ/,gpt-4o
things,θˈɪŋz,/θɪŋz/,gpt-4o
though,ðˈoʊ,/ðoʊ/,gpt-4o
three,θɹˈiː,/θɹiː/,gpt-4o
thriller,θɹˈɪlɚ,/ˈθɹɪlɚ/,gpt-4o
thrive,θɹˈaɪv,/θɹaɪv/,gpt-4o
thriving,θɹˈaɪvɪŋ,/ˈθɹaɪvɪŋ/,gpt-4o
tiffany,tˈɪfəni,/ˈtɪfəni/,gpt-4o
time,tˈaɪm,/taɪm/,gpt-4o
times,tˈaɪmz,/taɪmz/,gpt-4o
timing,tˈaɪmɪŋ,/ˈtaɪmɪŋ/,gpt-4o
togo,tˈoʊgoʊ,/təˈɡoʊ/,gpt-4o
tor,tˈɔːɹ,/tɔɹ/,gpt-4o
touch,tˈʌtʃ,/tʌtʃ/,gpt-4o
touched,tˈʌtʃt,/tʌtʃt/,gpt-4o
touches,tˈʌtʃəz,/tʌtʃɪz/,gpt-4o
touching,tˈʌtʃɪŋ,/tʌtʃɪŋ/,gpt-4o
traits,tɹˈeɪts,/tɹeɪts/,gpt-4o
trap,tɹˈæp,/træp/,gpt-4o
traps,tɹˈæps,/træps/,gpt-4o
trek,tɹˈɛk,/tɹɛk/,gpt-4o
trent,tɹˈɛnt,/trɛnt/,gpt-4o
tribal,tɹˈaɪbəl,/ˈtɹaɪbəl/,gpt-4o
tribune,tɹˈɪbjun,/trɪˈbjun/,gpt-4o
trivia,tɹˈɪviə,/trɪviə/,gpt-4o
true,tɹˈuː,/tru/,gpt-4o
tub,tˈʌb,/tʌb/,gpt-4o
tunnel,tˈʌnəl,/ˈtʌnəl/,gpt-4o
twice,twˈaɪs,/twaɪs/,gpt-4o
tyson,tˈaɪsən,/ˈtaɪsən/,gpt-4o
ultimately,ˈʌltəmətli,/ˈʌltəmətli/,gpt-4o
ultra,ˈʌltɹə,/ˈʌltɹə/,gpt-4o
unaware,ˌʌnəwˈɛɹ,/ˌʌnəˈwɛɹ/,gpt-4o
uncertain,ənsˈɚtən,/ʌnˈsɝtn̩/,gpt-4o
uncommon,ənkˈɑːmən,/ʌnˈkɑmən/,gpt-4o
unfair,ənfˈɛɹ,/ʌnˈfɛɹ/,gpt-4o
unleash,ənlˈiːʃ,/ənˈliʃ/,gpt-4o
unlimited,ənlˈɪmətəd,/ʌnˈlɪmɪtɪd/,gpt-4o
usher,ˈʌʃɚ,/ˈʌʃɚ/,gpt-4o
vegetarian,vˌɛdʒətˈɛɹiən,/ˌvɛdʒəˈtɛɹiən/,gpt-4o
vegetation,vˌɛdʒətˈeɪʃən,/ˌvɛdʒəˈteɪʃən/,gpt-4o
veil,vˈeɪl,/veɪl/,gpt-4o
versatile,vˈɚsətəl,/ˈvɝsətəl/,gpt-4o
versatility,vˌɚsətˈɪləti,/vɝsəˈtɪləti/,gpt-4o
vessels,vˈɛsəlz,/vɛsəlz/,gpt-4o
victim,vˈɪktəm,/ˈvɪktəm/,gpt-4o
vine,vˈaɪn,The General American English phonemic transcription for 'vine' is /vaɪn/.,gpt-4o
violate,vˈaɪəleɪt,/ˈvaɪəˌleɪt/,gpt-4o
violated,vˈaɪəleɪtɪd,/ˈvaɪəˌleɪtɪd/,gpt-4o
violating,vˈaɪəleɪtɪŋ,/ˈvaɪəˌleɪtɪŋ/,gpt-4o
vulnerability,vˌʌlnɚəbˈɪlɪti,/vʌlnɚəˈbɪləti/,gpt-4o
wade,wˈeɪd,/wɛɪd/,gpt-4o
warfare,wˈɔːɹfˌɛɹ,/ˈwɔɹfɛɹ/,gpt-4o
way,wˈeɪ,/weɪ/,gpt-4o
ways,wˈeɪz,/weɪz/,gpt-4o
weaker,wˈiːkɚ,/ˈwiːkɚ/,gpt-4o
weakness,wˈiːknəs,/ˈwiːknəs/,gpt-4o
wealthy,wˈɛlθi,/ˈwɛlθi/,gpt-4o
weapons,wˈɛpənz,/ˈwɛpənz/,gpt-4o
weave,wˈiːv,/wiːv/,gpt-4o
weaving,wˈiːvɪŋ,/ˈwiːvɪŋ/,gpt-4o
web,wˈɛb,The General American English phonemic transcription for 'web' is /wɛb/.,gpt-4o
webcam,wˈɛbkˌæm,/ˈwɛbkæm/,gpt-4o
wedge,wˈɛdʒ,/wɛdʒ/,gpt-4o
weigh,wˈeɪ,/weɪ/,gpt-4o
weighed,wˈeɪd,/weɪd/,gpt-4o
weighing,wˈeɪɪŋ,/ˈweɪɪŋ/,gpt-4o
weighs,wˈeɪz,/weɪz/,gpt-4o
weight,wˈeɪt,/weɪt/,gpt-4o
weighted,wˈeɪtɪd,/ˈweɪtɪd/,gpt-4o
weights,wˈeɪts,/weɪts/,gpt-4o
welcome,wˈɛlkəm,/ˈwɛlkəm/,gpt-4o
welcomed,wˈɛlkəmd,/ˈwɛlkəmd/,gpt-4o
well,wˈɛl,/wɛl/,gpt-4o
wells,wˈɛlz,/wɛlz/,gpt-4o
wharf,wˈɔːɹf,/wɔɹf/,gpt-4o
wichita,wˈɪtʃətˌɔ,/ˈwɪtʃɪtɔ/,gpt-4o
wider,wˈaɪdɚ,/ˈwaɪdɚ/,gpt-4o
wii,wˈiː,/wiː/,gpt-4o
win,wˈɪn,/wɪn/,gpt-4o
wink,wˈɪŋk,/wɪŋk/,gpt-4o
winning,wˈɪnɪŋ,/ˈwɪnɪŋ/,gpt-4o
wins,wˈɪnz,/wɪnz/,gpt-4o
wire,wˈaɪɚ,/waɪɹ/,gpt-4o
wired,wˈaɪɚd,/waɪɚd/,gpt-4o
wires,wˈaɪɚz,/waɪɹz/,gpt-4o
witch,wˈɪtʃ,/wɪtʃ/,gpt-4o
wool,wˈʊl,The General American English phonemic transcription for 'wool' is /wʊl/.,gpt-4o
workflow,wˈɚkflˌoʊ,/ˈwɝkfloʊ/,gpt-4o
woven,wˈoʊvən,/ˈwoʊvən/,gpt-4o
yelp,jˈɛlp,/jɛlp/,gpt-4o
yemen,jˈɛmən,/ˈjɛmən/,gpt-4o
zambia,zˈæmbiə,The General American English phonemic transcription for 'Zambia' is /ˈzæmbiə/.,gpt-4o
zip,zˈɪp,/zɪp/,gpt-4o
zodiac,zˈoʊdiˌæk,/ˈzoʊdiˌæk/,gpt-4o
