grapheme,ground_truth_phoneme,predicted_phoneme,model
rue,ɹˈuː,/ru/,gpt-4o
russian,ɹˈʌʃən,/ˈɹʌʃən/,gpt-4o
sac,sˈæk,/sæk/,gpt-4o
safeguard,sˈeɪfgˌɑɹd,/ˈseɪfɡɑɹd/,gpt-4o
safety,sˈeɪfti,/ˈseɪfti/,gpt-4o
sage,sˈeɪdʒ,/seɪdʒ/,gpt-4o
saints,sˈeɪnts,/seɪnts/,gpt-4o
salvation,sælvˈeɪʃən,/sælˈveɪʃən/,gpt-4o
sap,sˈæp,/sæp/,gpt-4o
sassy,sˈæsi,/ˈsæsi/,gpt-4o
scrub,skɹˈʌb,/skrʌb/,gpt-4o
seemingly,sˈiːmɪŋli,/ˈsiːmɪŋli/,gpt-4o
select,səlˈɛkt,/səˈlɛkt/,gpt-4o
selected,səlˈɛktəd,/səˈlɛktɪd/,gpt-4o
selena,səlˈiːnə,/səˈliːnə/,gpt-4o
send,sˈɛnd,/sɛnd/,gpt-4o
sending,sˈɛndɪŋ,/ˈsɛndɪŋ/,gpt-4o
sends,sˈɛndz,/sɛndz/,gpt-4o
sent,sˈɛnt,/sɛnt/,gpt-4o
sergeant,sˈɑːɹdʒənt,/ˈsɑrdʒənt/,gpt-4o
seven,sˈɛvən,/ˈsɛvən/,gpt-4o
sewing,sˈoʊɪŋ,/ˈsoʊɪŋ/,gpt-4o
sewn,sˈoʊn,/soʊn/,gpt-4o
sex,sˈɛks,/sɛks/,gpt-4o
seymour,sˈiːmɔɹ,/ˈsiːmɔɹ/,gpt-4o
shake,ʃˈeɪk,/ʃeɪk/,gpt-4o
shakes,ʃˈeɪks,/ʃeɪks/,gpt-4o
shaking,ʃˈeɪkɪŋ,/ˈʃeɪkɪŋ/,gpt-4o
shallow,ʃˈæloʊ,/ˈʃæloʊ/,gpt-4o
shanghai,ʃˈæŋhˈaɪ,/ʃæŋˈhaɪ/,gpt-4o
shelley,ʃˈɛli,/ˈʃɛli/,gpt-4o
shemale,ʃəmˈeɪl,- NONE,gpt-4o
shimmer,ʃˈɪmɚ,/ˈʃɪmɚ/,gpt-4o
ship,ʃˈɪp,/ʃɪp/,gpt-4o
shipment,ʃˈɪpmənt,/ˈʃɪpmənt/,gpt-4o
shipped,ʃˈɪpt,/ʃɪpt/,gpt-4o
shipping,ʃˈɪpɪŋ,/ˈʃɪpɪŋ/,gpt-4o
ships,ʃˈɪps,/ʃɪps/,gpt-4o
shoe,ʃˈuː,/ʃu/,gpt-4o
shoes,ʃˈuːz,/ʃuz/,gpt-4o
shook,ʃˈʊk,/ʃʊk/,gpt-4o
sic,sˈɪk,/sɪk/,gpt-4o
sich,sˈɪtʃ,- NONE,gpt-4o
sie,sˈiː,- NONE,gpt-4o
sienna,siˈɛnə,/siˈɛnə/,gpt-4o
sink,sˈɪŋk,/sɪŋk/,gpt-4o
sinking,sˈɪŋkɪŋ,/ˈsɪŋkɪŋ/,gpt-4o
sinks,sˈɪŋks,/sɪŋks/,gpt-4o
sins,sˈɪnz,/sɪnz/,gpt-4o
sir,sˈɚ,/sɝ/,gpt-4o
skeleton,skˈɛlətən,/ˈskɛlɪtən/,gpt-4o
sketch,skˈɛtʃ,/skɛtʃ/,gpt-4o
sketches,skˈɛtʃəz,/ˈskɛtʃɪz/,gpt-4o
ski,skˈiː,/ski/,gpt-4o
skiing,skˈiːɪŋ,/ˈskiɪŋ/,gpt-4o
skype,skˈaɪp,/skaɪp/,gpt-4o
slip,slˈɪp,/slɪp/,gpt-4o
slipped,slˈɪpt,/slɪpt/,gpt-4o
slipping,slˈɪpɪŋ,/ˈslɪpɪŋ/,gpt-4o
slutty,slˈʌtˌi,/ˈslʌti/,gpt-4o
snapchat,snˈæptʃˌæt,/ˈsnæpˌtʃæt/,gpt-4o
snowflake,snˈoʊflˌeɪk,/ˈsnoʊfleɪk/,gpt-4o
soap,sˈoʊp,/soʊp/,gpt-4o
social,sˈoʊʃəl,/ˈsoʊʃəl/,gpt-4o
socialist,sˈoʊʃələst,/ˈsoʊʃəlɪst/,gpt-4o
solution,səlˈuːʃən,/səˈluʃən/,gpt-4o
some,sˈʌm,/sʌm/,gpt-4o
somehow,sˈʌmhˌaʊ,/ˈsʌmhaʊ/,gpt-4o
someone,sˈʌmwˌʌn,/ˈsʌmwʌn/,gpt-4o
sony,sˈoʊni,/ˈsoʊni/,gpt-4o
sooner,sˈuːnɚ,/ˈsunɚ/,gpt-4o
sophistication,səfˌɪstəkˈeɪʃən,/səˌfɪstəˈkeɪʃən/,gpt-4o
souvenir,sˌuvənˈɪɹ,/ˌsuːvəˈnɪɹ/,gpt-4o
spare,spˈɛɹ,/spɛɹ/,gpt-4o
speak,spˈiːk,/spik/,gpt-4o
specialty,spˈɛʃəlti,/ˈspɛʃəlti/,gpt-4o
specimen,spˈɛsəmən,/ˈspɛsɪmən/,gpt-4o
speed,spˈiːd,/spid/,gpt-4o
speeding,spˈiːdɪŋ,/ˈspiːdɪŋ/,gpt-4o
spencer,spˈɛnsɚ,/ˈspɛnsɚ/,gpt-4o
spoken,spˈoʊkən,/ˈspoʊkən/,gpt-4o
sprinkler,spɹˈɪŋklɚ,/ˈspɹɪŋklɚ/,gpt-4o
stage,stˈeɪdʒ,/steɪdʒ/,gpt-4o
stages,stˈeɪdʒəz,/ˈsteɪdʒɪz/,gpt-4o
state,stˈeɪt,/steɪt/,gpt-4o
stated,stˈeɪtəd,/ˈsteɪtɪd/,gpt-4o
states,stˈeɪts,/steɪts/,gpt-4o
stating,stˈeɪtɪŋ,/ˈsteɪtɪŋ/,gpt-4o
status,stˈætəs,/ˈsteɪtəs/,gpt-4o
statute,stˈætʃut,/ˈstætʃut/,gpt-4o
steam,stˈiːm,/stim/,gpt-4o
steer,stˈɪɹ,/stɪr/,gpt-4o
stern,stˈɚn,/stɝn/,gpt-4o
still,stˈɪl,/stɪl/,gpt-4o
stone,stˈoʊn,/stoʊn/,gpt-4o
stones,stˈoʊnz,/stoʊnz/,gpt-4o
stove,stˈoʊv,/stoʊv/,gpt-4o
strait,stɹˈeɪt,/streɪt/,gpt-4o
strategist,stɹˈætɪdʒɪst,/ˈstrætədʒɪst/,gpt-4o
stripe,stɹˈaɪp,/straɪp/,gpt-4o
striped,stɹˈaɪpt,/straɪpt/,gpt-4o
stripes,stɹˈaɪps,/straɪps/,gpt-4o
strong,stɹˈɔːŋ,/stɹɔŋ/,gpt-4o
strongly,stɹˈɔːŋli,/ˈstɹɔŋli/,gpt-4o
sublime,səblˈaɪm,/səˈblaɪm/,gpt-4o
suede,swˈeɪd,/sweɪd/,gpt-4o
sunny,sˈʌni,/ˈsʌni/,gpt-4o
sunshine,sˈʌnʃˌaɪn,/ˈsʌnˌʃaɪn/,gpt-4o
supporter,səpˈɔːɹtɚ,/səˈpɔɹtɚ/,gpt-4o
suspend,səspˈɛnd,/səˈspɛnd/,gpt-4o
suspended,səspˈɛndəd,/səˈspɛndɪd/,gpt-4o
sustainability,səstˌeɪnəbˈɪlɪti,/səˌsteɪnəˈbɪlɪti/,gpt-4o
swap,swˈɑːp,/swɑp/,gpt-4o
swiftly,swˈɪftli,/ˈswɪftli/,gpt-4o
swivel,swˈɪvəl,/ˈswɪvəl/,gpt-4o
symptom,sˈɪmptəm,/ˈsɪmptəm/,gpt-4o
synthesis,sˈɪnθəsəs,/ˈsɪnθəsɪs/,gpt-4o
syrian,sˈɪɹiən,/ˈsɪɹiən/,gpt-4o
tang,tˈæŋ,/tæŋ/,gpt-4o
tapestry,tˈæpəstɹi,/ˈtæpəstri/,gpt-4o
tattoo,tætˈuː,/tæˈtu/,gpt-4o
taught,tˈɔːt,/tɔt/,gpt-4o
taxation,tæksˈeɪʃən,/tækˈseɪʃən/,gpt-4o
teaching,tˈiːtʃɪŋ,/ˈtitʃɪŋ/,gpt-4o
teaspoon,tˈiːspˌun,/ˈtiːspuːn/,gpt-4o
tech,tˈɛk,/tɛk/,gpt-4o
techno,tˈɛknoʊ,/ˈtɛknoʊ/,gpt-4o
teller,tˈɛlɚ,/ˈtɛlɚ/,gpt-4o
temporarily,tˌɛmpɚˈɛɹəli,/ˈtɛmpəˌɹɛɹəli/,gpt-4o
temptation,tɛmtˈeɪʃən,/tɛmpˈteɪʃən/,gpt-4o
tension,tˈɛnʃən,/ˈtɛnʃən/,gpt-4o
terrified,tˈɛɹəfˌaɪd,/ˈtɛɹəˌfaɪd/,gpt-4o
terrifying,tˈɛɹəfˌaɪɪŋ,/ˈtɛɹɪfaɪɪŋ/,gpt-4o
territorial,tˌɛɹɪtˈɔːɹiəl,/ˌtɛɹɪˈtɔɹiəl/,gpt-4o
thereby,ðˈɛɹbˈaɪ,/ðɛɹˈbaɪ/,gpt-4o
thermal,θˈɚməl,/ˈθɜrməl/,gpt-4o
thing,θˈɪŋ,/θɪŋ/,gpt-4o
things,θˈɪŋz,/θɪŋz/,gpt-4o
though,ðˈoʊ,/ðoʊ/,gpt-4o
three,θɹˈiː,/θɹi/,gpt-4o
thriller,θɹˈɪlɚ,/ˈθɹɪlɚ/,gpt-4o
thrive,θɹˈaɪv,/θɹaɪv/,gpt-4o
thriving,θɹˈaɪvɪŋ,/ˈθɹaɪvɪŋ/,gpt-4o
tiffany,tˈɪfəni,/ˈtɪfəni/,gpt-4o
time,tˈaɪm,/taɪm/,gpt-4o
times,tˈaɪmz,/taɪmz/,gpt-4o
timing,tˈaɪmɪŋ,/ˈtaɪmɪŋ/,gpt-4o
togo,tˈoʊgoʊ,- NONE,gpt-4o
tor,tˈɔːɹ,/tɔɹ/,gpt-4o
touch,tˈʌtʃ,/tʌtʃ/,gpt-4o
touched,tˈʌtʃt,/tʌtʃt/,gpt-4o
touches,tˈʌtʃəz,/ˈtʌtʃɪz/,gpt-4o
touching,tˈʌtʃɪŋ,/ˈtʌtʃɪŋ/,gpt-4o
traits,tɹˈeɪts,/tɹeɪts/,gpt-4o
trap,tɹˈæp,/træp/,gpt-4o
traps,tɹˈæps,/træps/,gpt-4o
trek,tɹˈɛk,/tɹɛk/,gpt-4o
trent,tɹˈɛnt,/trɛnt/,gpt-4o
tribal,tɹˈaɪbəl,/ˈtɹaɪbəl/,gpt-4o
tribune,tɹˈɪbjun,/ˈtɹɪbjun/,gpt-4o
trivia,tɹˈɪviə,/ˈtɹɪviə/,gpt-4o
true,tɹˈuː,/tru/,gpt-4o
tub,tˈʌb,/tʌb/,gpt-4o
tunnel,tˈʌnəl,/ˈtʌnəl/,gpt-4o
twice,twˈaɪs,/twaɪs/,gpt-4o
tyson,tˈaɪsən,/ˈtaɪsən/,gpt-4o
ultimately,ˈʌltəmətli,/ˈʌltəmətli/,gpt-4o
ultra,ˈʌltɹə,/ˈʌltrə/,gpt-4o
unaware,ˌʌnəwˈɛɹ,/ˌʌnəˈwɛɹ/,gpt-4o
uncertain,ənsˈɚtən,/ʌnˈsɝtən/,gpt-4o
uncommon,ənkˈɑːmən,/ʌnˈkɑmən/,gpt-4o
unfair,ənfˈɛɹ,/ʌnˈfɛɹ/,gpt-4o
unleash,ənlˈiːʃ,/ənˈliʃ/,gpt-4o
unlimited,ənlˈɪmətəd,/ʌnˈlɪmɪtɪd/,gpt-4o
usher,ˈʌʃɚ,/ˈʌʃɚ/,gpt-4o
vegetarian,vˌɛdʒətˈɛɹiən,/vɛdʒəˈtɛɹiən/,gpt-4o
vegetation,vˌɛdʒətˈeɪʃən,/ˌvɛdʒəˈteɪʃən/,gpt-4o
veil,vˈeɪl,/veɪl/,gpt-4o
versatile,vˈɚsətəl,/ˈvɜrsəˌtaɪl/,gpt-4o
versatility,vˌɚsətˈɪləti,/vɜrsəˈtɪlɪti/,gpt-4o
vessels,vˈɛsəlz,/ˈvɛsəlz/,gpt-4o
victim,vˈɪktəm,/ˈvɪktɪm/,gpt-4o
vine,vˈaɪn,/vaɪn/,gpt-4o
violate,vˈaɪəleɪt,/ˈvaɪəˌleɪt/,gpt-4o
violated,vˈaɪəleɪtɪd,/ˈvaɪəˌleɪtɪd/,gpt-4o
violating,vˈaɪəleɪtɪŋ,/ˈvaɪəˌleɪtɪŋ/,gpt-4o
vulnerability,vˌʌlnɚəbˈɪlɪti,/vʌlnɚəˈbɪləti/,gpt-4o
wade,wˈeɪd,/weɪd/,gpt-4o
warfare,wˈɔːɹfˌɛɹ,/ˈwɔɹfɛɹ/,gpt-4o
way,wˈeɪ,/weɪ/,gpt-4o
ways,wˈeɪz,/weɪz/,gpt-4o
weaker,wˈiːkɚ,/ˈwikɚ/,gpt-4o
weakness,wˈiːknəs,/ˈwiknəs/,gpt-4o
wealthy,wˈɛlθi,/ˈwɛlθi/,gpt-4o
weapons,wˈɛpənz,/ˈwɛpənz/,gpt-4o
weave,wˈiːv,/wiv/,gpt-4o
weaving,wˈiːvɪŋ,/ˈwivɪŋ/,gpt-4o
web,wˈɛb,/wɛb/,gpt-4o
webcam,wˈɛbkˌæm,/ˈwɛbˌkæm/,gpt-4o
wedge,wˈɛdʒ,/wɛdʒ/,gpt-4o
weigh,wˈeɪ,/weɪ/,gpt-4o
weighed,wˈeɪd,/weɪd/,gpt-4o
weighing,wˈeɪɪŋ,/ˈweɪɪŋ/,gpt-4o
weighs,wˈeɪz,/weɪz/,gpt-4o
weight,wˈeɪt,/weɪt/,gpt-4o
weighted,wˈeɪtɪd,/ˈweɪtɪd/,gpt-4o
weights,wˈeɪts,/weɪts/,gpt-4o
welcome,wˈɛlkəm,/ˈwɛlkəm/,gpt-4o
welcomed,wˈɛlkəmd,/ˈwɛlkəmd/,gpt-4o
well,wˈɛl,/wɛl/,gpt-4o
wells,wˈɛlz,/wɛlz/,gpt-4o
wharf,wˈɔːɹf,/wɔɹf/,gpt-4o
wichita,wˈɪtʃətˌɔ,/ˈwɪtʃɪtɔː/,gpt-4o
wider,wˈaɪdɚ,/ˈwaɪdɚ/,gpt-4o
wii,wˈiː,- NONE,gpt-4o
win,wˈɪn,/wɪn/,gpt-4o
wink,wˈɪŋk,/wɪŋk/,gpt-4o
winning,wˈɪnɪŋ,/ˈwɪnɪŋ/,gpt-4o
wins,wˈɪnz,/wɪnz/,gpt-4o
wire,wˈaɪɚ,/waɪɚ/,gpt-4o
wired,wˈaɪɚd,/waɪɚd/,gpt-4o
wires,wˈaɪɚz,/waɪɹz/,gpt-4o
witch,wˈɪtʃ,/wɪtʃ/,gpt-4o
wool,wˈʊl,/wʊl/,gpt-4o
workflow,wˈɚkflˌoʊ,/ˈwɝkfloʊ/,gpt-4o
woven,wˈoʊvən,/ˈwoʊvən/,gpt-4o
yelp,jˈɛlp,/jɛlp/,gpt-4o
yemen,jˈɛmən,/ˈjɛmən/,gpt-4o
zambia,zˈæmbiə,/ˈzæmbiə/,gpt-4o
zip,zˈɪp,/zɪp/,gpt-4o
zodiac,zˈoʊdiˌæk,/ˈzoʊdiˌæk/,gpt-4o
